soubor,spisovka,datum,soud,reference,soubor2,datum2,soud2
rozhodnuti-30_Cdo_5446_2014.txt,30 Cdo 5446/2014,2015-05-20,SupCo,1 As 51/2010,0051_1As__100_20101104021747_prevedeno.txt,2010-11-13,SupAdmCo
rozhodnuti-20_Cdo_1785_2013.txt,20 Cdo 1785/2013,2013-10-30,SupCo,9 As 52/2007-76,0052_9As__0700076A_prevedeno.txt,2008-01-03,SupAdmCo
rozhodnuti-20_Cdo_1639_2017.txt,20 Cdo 1639/2017,2017-12-13,SupCo,6 As 19/2016-24,0019_6As__1600024_20160824154408_prevedeno.txt,2016-08-10,SupAdmCo
rozhodnuti-20_Cdo_1639_2017.txt,20 Cdo 1639/2017,2017-12-13,SupCo,6 Ans 2/2007,0002_6Ans_0700128A_prevedeno.txt,2007-11-15,SupAdmCo
rozhodnuti-28_Cdo_5260_2016.txt,28 Cdo 5260/2016,2017-05-03,SupCo,2 Ads 94/2014-26,0094_2Ads_14_20140723165131_prevedeno.txt,2014-07-23,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 35/2006-8,003511Konf0600008A_prevedeno.txt,2007-03-20,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 14/2007-5,001411Konf0700005A_prevedeno.txt,2007-05-29,SupAdmCo
rozhodnuti-22_Cdo_598_2014.txt,22 Cdo 598/2014,2016-01-26,SupCo,Konf 32/2007-6,0032_0Konf0700006A_prevedeno.txt,2008-06-04,SupAdmCo
rozhodnuti-30_Cdo_2473_2014.txt,30 Cdo 2473/2014,2015-02-11,SupCo,4 Azs 390/2005,0390_4Azs_0500098A_prevedeno.txt,2006-01-18,SupAdmCo
rozhodnuti-30_Cdo_2473_2014.txt,30 Cdo 2473/2014,2015-02-11,SupCo,3 Ads 26/2005,0026_3Ads_0500036A_prevedeno.txt,2006-01-04,SupAdmCo
rozhodnuti-7_Tdo_350_2016.txt,7 Tdo 350/2016,2016-08-31,SupCo,8 As 32/2012,0032_8As__120_20130403151249_prevedeno.txt,2013-03-22,SupAdmCo
rozhodnuti-28_Cdo_1413_2014.txt,28 Cdo 1413/2014,2015-06-03,SupCo,2 As 21/2009-98,0021_2As__0900098A_prevedeno.txt,2009-08-20,SupAdmCo
rozhodnuti-28_Cdo_1413_2014.txt,28 Cdo 1413/2014,2015-06-03,SupCo,7 As 83/2012-45,0083_7As__120_20130523155353_prevedeno.txt,2013-04-22,SupAdmCo
rozhodnuti-5_Tdo_637_2013.txt,5 Tdo 637/2013,2013-08-07,SupCo,5 Afs 130/2004,0130_5Afs_0400062A_prevedeno.txt,2004-12-13,SupAdmCo
rozhodnuti-22_Cdo_616_2017.txt,22 Cdo 616/2017,2017-04-12,SupCo,5 As 3/2009-76,0003_5As__0900_4757a918_c863_4789_9ada_537b14ea9a30_prevedeno.txt,2010-03-16,SupAdmCo
rozhodnuti-22_Cdo_616_2017.txt,22 Cdo 616/2017,2017-04-12,SupCo,1 As 32/2012-42,0032_1As__120_20120601082224_prevedeno.txt,2012-05-02,SupAdmCo
rozhodnuti-22_Cdo_616_2017.txt,22 Cdo 616/2017,2017-04-12,SupCo,5 As 27/2009-66,0027_5As__0900066A_prevedeno.txt,2009-09-30,SupAdmCo
rozhodnuti-22_Cdo_616_2017.txt,22 Cdo 616/2017,2017-04-12,SupCo,1 As 76/2009-60,0076_1As__0900060A_prevedeno.txt,2009-12-22,SupAdmCo
rozhodnuti-22_Cdo_616_2017.txt,22 Cdo 616/2017,2017-04-12,SupCo,2 As 44/2011-99,0044_2As__110_20110519094756_prevedeno.txt,2011-05-16,SupAdmCo
rozhodnuti-30_Cdo_3197_2013.txt,30 Cdo 3197/2013,2014-02-12,SupCo,2 As 93/2011-79,0093_2As__110_20111005113519_prevedeno.txt,2011-11-04,SupAdmCo
rozhodnuti-28_Cdo_374_2011.txt,28 Cdo 374/2011,2011-11-09,SupCo,8 Afs 145/2005,0145_8Afs_0500086A_prevedeno.txt,2006-01-27,SupAdmCo
rozhodnuti-21_Cdo_2990_2016.txt,21 Cdo 2990/2016,2017-08-22,SupCo,6 As 231/2016-40,0231_6As__1600040_20170404141656_prevedeno.txt,2017-03-22,SupAdmCo
rozhodnuti-20_Cdo_670_2010.txt,20 Cdo 670/2010,2012-01-24,SupCo,1 Afs 73/2006,0073_1Afs_0600055A_prevedeno.txt,2006-11-30,SupAdmCo
rozhodnuti-29_Cdo_3191_2014.txt,29 Cdo 3191/2014,2015-01-22,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-22_Cdo_4534_2017.txt,22 Cdo 4534/2017,2018-01-24,SupCo,1 As 23/2009-95,0023_1As__0900_43c992a2_b861_4e5f_8dd2_917c602f2396_prevedeno.txt,2010-08-24,SupAdmCo
rozhodnuti-30_Cdo_2355_2017.txt,30 Cdo 2355/2017,2017-12-19,SupCo,2 As 8/2013,0008_2As__130_20130320135426_prevedeno.txt,2013-03-08,SupAdmCo
rozhodnuti-23_Cdo_5030_2017.txt,23 Cdo 5030/2017,2018-04-24,SupCo,Konf 93/2011-9,0093_0Konf110_20120426093933_prevedeno.txt,2012-03-20,SupAdmCo
rozhodnuti-23_Cdo_5030_2017.txt,23 Cdo 5030/2017,2018-04-24,SupCo,Konf 108/2009-11,0108_0Konf0900_e0b0ab00_2c48_45dd_995f_a678fb32322e_prevedeno.txt,2010-04-13,SupAdmCo
rozhodnuti-23_Cdo_5030_2017.txt,23 Cdo 5030/2017,2018-04-24,SupCo,Konf 26/2014-18,0026_0Konf1400018_20150721144618_prevedeno.txt,2015-07-14,SupAdmCo
rozhodnuti-23_Cdo_5030_2017.txt,23 Cdo 5030/2017,2018-04-24,SupCo,Konf 13/2016-20,0013_0Konf1600020_20171205101939_prevedeno.txt,2017-12-04,SupAdmCo
rozhodnuti-23_Cdo_5030_2017.txt,23 Cdo 5030/2017,2018-04-24,SupCo,Konf 132/2005,013211Konf0500007A_prevedeno.txt,2006-06-30,SupAdmCo
rozhodnuti-5_Tdo_804_2014.txt,5 Tdo 804/2014,2014-12-10,SupCo,7 Afs 64/2008,0064_7Afs_0800052A_prevedeno.txt,2008-07-31,SupAdmCo
rozhodnuti-33_Cdo_2815_2017.txt,33 Cdo 2815/2017,2018-08-28,SupCo,1 Afs 164/2014,0164_1Afs_1400075_20150511131524_prevedeno.txt,2015-04-30,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,2 Afs 134/2009,0134_2Afs_0900_9df69626_8ebf_4858_8601_3f162ce87d8b_prevedeno.txt,2010-06-16,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,7 Afs 4/2008,0004_7Afs_0800064A_prevedeno.txt,2009-01-16,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,2 Afs 94/2004-50,0094_2Afs_0400050A_prevedeno.txt,2005-02-03,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,9 Afs 13/2008-90,0013_9Afs_0800090A_prevedeno.txt,2009-11-24,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,1 As 27/2014-31,0027_1As__14_20140423101233_prevedeno.txt,2014-04-16,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,9 Afs 57/2010-139,0057_9Afs_1000_5ba00175_d487_4e92_8945_82a9d15a949b_prevedeno.txt,2010-09-08,SupAdmCo
rozhodnuti-5_Tdo_415_2017.txt,5 Tdo 415/2017,2018-04-25,SupCo,10 Afs 18/2015,001810Afs_1500048_20150624095347_prevedeno.txt,2014-06-11,SupAdmCo
rozhodnuti-26_Cdo_1918_2016.txt,26 Cdo 1918/2016,2016-12-13,SupCo,4 Ans 3/2006-123,0003_4Ans_0600123A_prevedeno.txt,2007-02-21,SupAdmCo
rozhodnuti-23_Cdo_3442_2017.txt,23 Cdo 3442/2017,2017-08-29,SupCo,8 Afs 12/2010-268,0012_8Afs_1000_f4a0be4b_555f_4f39_8b12_94c5726a1a19_prevedeno.txt,2010-07-22,SupAdmCo
rozhodnuti-22_Cdo_1939_2014.txt,22 Cdo 1939/2014,2014-08-13,SupCo,1 As 23/2009-103,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-28_Cdo_2457_2011.txt,28 Cdo 2457/2011,2011-10-20,SupCo,7 As 32/2007,0032_7As__0700043A_prevedeno.txt,2008-04-10,SupAdmCo
rozhodnuti-30_Cdo_214_2017.txt,30 Cdo 214/2017,2017-09-13,SupCo,5 Afs 16/2003-56,0016_5Afs_0300056A_prevedeno.txt,2004-11-12,SupAdmCo
rozhodnuti-22_Cdo_3160_2014.txt,22 Cdo 3160/2014,2015-03-25,SupCo,2 As 82/2008-145,0082_2As__0800145A_prevedeno.txt,2009-06-02,SupAdmCo
rozhodnuti-22_Cdo_3160_2014.txt,22 Cdo 3160/2014,2015-03-25,SupCo,2 As 82/2008,0082_2As__0800145A_prevedeno.txt,2009-06-02,SupAdmCo
rozhodnuti-28_Cdo_3025_2013.txt,28 Cdo 3025/2013,2014-05-07,SupCo,9 Afs 86/2008,0086_9Afs_0800089A_prevedeno.txt,2009-07-16,SupAdmCo
rozhodnuti-11_Tdo_1348_2015.txt,11 Tdo 1348/2015,2016-02-18,SupCo,2 As 125/2012-77,0125_2As__120_20131125171045_prevedeno.txt,2013-11-21,SupAdmCo
rozhodnuti-3_Tdo_1003_2018.txt,3 Tdo 1003/2018,2018-09-12,SupCo,11 Kss 2/2017-63,000211Kss_1700063_20170428161832_prevedeno.txt,2017-04-27,SupAdmCo
rozhodnuti-30_Cdo_1724_2006.txt,30 Cdo 1724/2006,2008-11-20,SupCo,7 As 58/2003-104,0058_7As__0300104A_prevedeno.txt,2004-11-14,SupAdmCo
rozhodnuti-23_Cdo_1692_2014.txt,23 Cdo 1692/2014,2015-06-25,SupCo,2 As 25/2007-118,0025_2As__0700118A_prevedeno.txt,2009-02-17,SupAdmCo
rozhodnuti-22_Cdo_766_2011.txt,22 Cdo 766/2011,2012-10-17,SupCo,5 As 62/2008,0062_5As__0800059A_prevedeno.txt,2009-09-11,SupAdmCo
rozhodnuti-29_Cdo_5782_2016.txt,29 Cdo 5782/2016,2017-07-31,SupCo,16 Kss 1/2017,000116Kss_1700183_20170622095050_prevedeno.txt,2017-05-24,SupAdmCo
rozhodnuti-30_Cdo_4084_2014.txt,30 Cdo 4084/2014,2015-02-25,SupCo,3 Ans 8/2005,0008_3Ans_0500052A_prevedeno.txt,2006-05-18,SupAdmCo
rozhodnuti-30_Cdo_124_2017.txt,30 Cdo 124/2017,2017-07-25,SupCo,7 As 95/2015,0095_7As__1500049_20150720151103_prevedeno.txt,2015-06-18,SupAdmCo
rozhodnuti-3_Tdo_326_2016.txt,3 Tdo 326/2016,2017-04-12,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-6_Tz_51_2016.txt,6 Tz 51/2016,2016-09-26,SupCo,9 Afs 28/2010,0028_9Afs_1000_bcc5e18d_bcd0_44a2_93f0_8a65add41a98_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-22_Cdo_709_2017.txt,22 Cdo 709/2017,2017-04-12,SupCo,3 Ads 26/2005-36,0026_3Ads_0500036A_prevedeno.txt,2006-01-04,SupAdmCo
rozhodnuti-22_Cdo_709_2017.txt,22 Cdo 709/2017,2017-04-12,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-20_Cdo_4653_2016.txt,20 Cdo 4653/2016,2016-11-09,SupCo,6 Azs 19/2003-45,0019_6Azs_0300045A_prevedeno.txt,2004-02-26,SupAdmCo
rozhodnuti-30_Cdo_499_2016.txt,30 Cdo 499/2016,2018-02-21,SupCo,7 As 12/2009-73,0012_7As__0900073A_prevedeno.txt,2009-05-14,SupAdmCo
rozhodnuti-30_Cdo_1551_2009.txt,30 Cdo 1551/2009,2010-12-21,SupCo,2 As 62/2008-91,0062_2As__0800091A_prevedeno.txt,2008-12-16,SupAdmCo
rozhodnuti-30_Cdo_1551_2009.txt,30 Cdo 1551/2009,2010-12-21,SupCo,9 As 53/2010-81,0053_9As__100_20101119024550_prevedeno.txt,2010-11-16,SupAdmCo
rozhodnuti-29_Cdo_3418_2015.txt,29 Cdo 3418/2015,2017-09-27,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-23_Cdo_1540_2017.txt,23 Cdo 1540/2017,2017-07-21,SupCo,7 As 56/2008-170,0056_7As__0800170A_prevedeno.txt,2009-04-09,SupAdmCo
rozhodnuti-30_Cdo_859_2017.txt,30 Cdo 859/2017,2018-08-28,SupCo,2 As 25/2007-118,0025_2As__0700118A_prevedeno.txt,2009-02-17,SupAdmCo
rozhodnuti-29_Cdo_6097_2017.txt,29 Cdo 6097/2017,2018-01-25,SupCo,8 Afs 33/2007,0033_8Afs_0700047A_prevedeno.txt,2008-08-29,SupAdmCo
rozhodnuti-23_Cdo_318_2009.txt,23 Cdo 318/2009,2010-12-01,SupCo,Konf 31/2007-82,0031_0Konf0700082A_prevedeno.txt,2008-05-21,SupAdmCo
rozhodnuti-20_Cdo_2444_2018.txt,20 Cdo 2444/2018,2018-09-11,SupCo,7 Afs 46/2010,0046_7Afs_1000_c5f175e4_0743_4a09_823f_5224141f4c1e_prevedeno.txt,2010-07-15,SupAdmCo
rozhodnuti-20_Cdo_2444_2018.txt,20 Cdo 2444/2018,2018-09-11,SupCo,7 Afs 5/2013,0005_7Afs_130_20131219095455_prevedeno.txt,2013-11-21,SupAdmCo
rozhodnuti-20_Cdo_2444_2018.txt,20 Cdo 2444/2018,2018-09-11,SupCo,3 Ads 100/2013,0100_3Ads_13_20140624121113_prevedeno.txt,2014-06-18,SupAdmCo
rozhodnuti-20_Cdo_2444_2018.txt,20 Cdo 2444/2018,2018-09-11,SupCo,8 As 109/2015,0109_8As__1500038_20160111154026_prevedeno.txt,2016-01-06,SupAdmCo
rozhodnuti-28_Cdo_1203_2011.txt,28 Cdo 1203/2011,2011-12-07,SupCo,8 Ao 1/2007-94,0001_8Ao__0700_f77f5c6c_bef6_4772_97ca_0fbb21b3b30f_prevedeno.txt,2010-05-26,SupAdmCo
rozhodnuti-7_Tdo_126_2018.txt,7 Tdo 126/2018,2018-05-23,SupCo,5 Afs 60/2017,0060_5Afs_1700060_20180205134356_20180207104017_prevedeno.txt,2018-01-30,SupAdmCo
rozhodnuti-6_Tdo_773_2016.txt,6 Tdo 773/2016,2016-06-21,SupCo,2 As 45/2010,0045_2As__100_20111216021304_prevedeno.txt,2011-11-18,SupAdmCo
rozhodnuti-30_Cdo_1969_2013.txt,30 Cdo 1969/2013,2013-10-23,SupCo,7 Afs 50/2010-60,0050_7Afs_1000_0252acfa_e2b0_4a86_a47c_8b8933afd0c0_prevedeno.txt,2010-07-01,SupAdmCo
rozhodnuti-25_Cdo_1610_2014.txt,25 Cdo 1610/2014,2014-09-30,SupCo,2 Aos 1/2013,0001_2Aos_13_20130730104353_prevedeno.txt,2013-07-24,SupAdmCo
rozhodnuti-25_Cdo_1610_2014.txt,25 Cdo 1610/2014,2014-09-30,SupCo,6 As 95/2014,0095_6As__140_20140704132753_prevedeno.txt,2014-06-25,SupAdmCo
rozhodnuti-21_Cdo_3613_2015.txt,21 Cdo 3613/2015,2017-01-19,SupCo,3 Ads 119/2010,0119_3Ads_100_20101210095222_prevedeno.txt,2010-12-09,SupAdmCo
rozhodnuti-8_Tdo_383_2016.txt,8 Tdo 383/2016,2016-10-11,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-3_Tdo_636_2017.txt,3 Tdo 636/2017,2017-07-26,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-3_Tdo_636_2017.txt,3 Tdo 636/2017,2017-07-26,SupCo,5 Afs 28/2013,0028_5Afs_130_20140423161555_prevedeno.txt,2014-03-28,SupAdmCo
rozhodnuti-28_Cdo_4453_2015.txt,28 Cdo 4453/2015,2017-08-21,SupCo,4 Ans 3/2006-123,0003_4Ans_0600123A_prevedeno.txt,2007-02-21,SupAdmCo
rozhodnuti-30_Cdo_5848_2016.txt,30 Cdo 5848/2016,2018-05-09,SupCo,2 As 58/2007,0058_2As__0700052A_prevedeno.txt,2008-02-19,SupAdmCo
rozhodnuti-30_Cdo_5848_2016.txt,30 Cdo 5848/2016,2018-05-09,SupCo,9 Aps 9/2012,0009_9Aps_12_20130114095547_prevedeno.txt,2013-01-09,SupAdmCo
rozhodnuti-30_Cdo_919_2007.txt,30 Cdo 919/2007,2009-03-25,SupCo,Konf 21/2007-107,0021_0Konf0700107A_prevedeno.txt,2008-11-05,SupAdmCo
rozhodnuti-6_Tdo_1443_2008.txt,6 Tdo 1443/2008,2008-11-27,SupCo,4 As 24/2008,0024_4As__0800077A_prevedeno.txt,2008-04-25,SupAdmCo
rozhodnuti-33_Cdo_4953_2009.txt,33 Cdo 4953/2009,2011-01-31,SupCo,Konf 38/2009,0038_0Konf0900012A_prevedeno.txt,2009-09-14,SupAdmCo
rozhodnuti-28_Cdo_573_2016.txt,28 Cdo 573/2016,2017-04-11,SupCo,5 Afs 206/2015-23,0206_5Afs_1500023_20160108091330_prevedeno.txt,2016-01-06,SupAdmCo
rozhodnuti-28_Cdo_349_2017.txt,28 Cdo 349/2017,2017-04-27,SupCo,2 Ao 1/2008,0001_2Ao__0800051A_prevedeno.txt,2008-03-28,SupAdmCo
rozhodnuti-32_Cdo_267_2015.txt,32 Cdo 267/2015,2015-04-27,SupCo,1 Afs 76/2013,0076_1Afs_130_20140207135658_prevedeno.txt,2014-01-21,SupAdmCo
rozhodnuti-22_Cdo_166_2017.txt,22 Cdo 166/2017,2017-12-05,SupCo,5 Ads 1/2004,0001_5Ads_0400063A_prevedeno.txt,2004-05-20,SupAdmCo
rozhodnuti-22_Cdo_166_2017.txt,22 Cdo 166/2017,2017-12-05,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-7_Tdo_700_2015.txt,7 Tdo 700/2015,2015-07-22,SupCo,7 Afs 73/2012,0073_7Afs_120_20130502105022_prevedeno.txt,2013-04-04,SupAdmCo
rozhodnuti-28_Cdo_4410_2010.txt,28 Cdo 4410/2010,2011-01-12,SupCo,Konf 117/2009,0117_0Konf0900_b1720a7c_1d6a_4eba_ae22_294bf079d1b5_prevedeno.txt,2010-04-27,SupAdmCo
rozhodnuti-28_Cdo_4410_2010.txt,28 Cdo 4410/2010,2011-01-12,SupCo,Konf 132/2005,013211Konf0500007A_prevedeno.txt,2006-06-30,SupAdmCo
rozhodnuti-25_Cdo_2802_2007.txt,25 Cdo 2802/2007,2008-04-17,SupCo,3 As 22/2006,0019_8As__1200001_prevedeno.txt,2007-07-04,SupAdmCo
rozhodnuti-29_Cdo_4828_2017.txt,29 Cdo 4828/2017,2018-05-30,SupCo,1 Afs 73/2006,0073_1Afs_0600055A_prevedeno.txt,2006-11-30,SupAdmCo
rozhodnuti-29_Cdo_3729_2014.txt,29 Cdo 3729/2014,2014-09-30,SupCo,5 Afs 59/2007-72,0059_5Afs_0700072A_prevedeno.txt,2008-04-10,SupAdmCo
rozhodnuti-28_Cdo_2491_2015.txt,28 Cdo 2491/2015,2016-04-01,SupCo,3 Ao 9/2011-219,0009_3Ao__1100219A_prevedeno.txt,2013-06-11,SupAdmCo
rozhodnuti-30_Cdo_789_2013.txt,30 Cdo 789/2013,2014-05-21,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-4_Tdo_1359_2016.txt,4 Tdo 1359/2016,2017-02-28,SupCo,5 Afs 28/2013,0028_5Afs_130_20140423161555_prevedeno.txt,2014-03-28,SupAdmCo
rozhodnuti-4_Tdo_1359_2016.txt,4 Tdo 1359/2016,2017-02-28,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-20_Cdo_2513_2008.txt,20 Cdo 2513/2008,2010-08-17,SupCo,1 Afs 18/2005,0018_1Afs_0500064A_prevedeno.txt,2006-02-08,SupAdmCo
rozhodnuti-3_Tdo_729_2009.txt,3 Tdo 729/2009,2009-12-09,SupCo,8 Azs 33/2006-63,0033_8Azs_0600063A_prevedeno.txt,2007-02-19,SupAdmCo
rozhodnuti-29_Cdo_4189_2016.txt,29 Cdo 4189/2016,2018-08-30,SupCo,5 As 87/2015,0087_5As__1500022_20151215160757_prevedeno.txt,2015-12-11,SupAdmCo
rozhodnuti-23_Cdo_2669_2013.txt,23 Cdo 2669/2013,2014-01-29,SupCo,Konf 132/2005,013211Konf0500007A_prevedeno.txt,2006-06-30,SupAdmCo
rozhodnuti-30_Cdo_3832_2013.txt,30 Cdo 3832/2013,2014-06-18,SupCo,Konf 22/2013-7,0022_0Konf130_20140225152847_prevedeno.txt,2014-02-20,SupAdmCo
rozhodnuti-30_Cdo_388_2012.txt,30 Cdo 388/2012,2012-08-21,SupCo,Aprk 6/2010-61,0006_0Aprk100_20101129085839_prevedeno.txt,2010-02-24,SupAdmCo
rozhodnuti-Plsn_1_2015.txt,Plsn 1/2015,2017-01-05,SupCo,5 Afs 76/2012,0076_5Afs_120_20130528160432_prevedeno.txt,2013-05-16,SupAdmCo
rozhodnuti-Plsn_1_2015.txt,Plsn 1/2015,2017-01-05,SupCo,1 Afs 133/2006,0133_1Afs_0600048A_prevedeno.txt,2007-04-25,SupAdmCo
rozhodnuti-Plsn_1_2015.txt,Plsn 1/2015,2017-01-05,SupCo,9 As 90/2008,0090_9As__0800070A_prevedeno.txt,2009-09-23,SupAdmCo
rozhodnuti-Plsn_1_2015.txt,Plsn 1/2015,2017-01-05,SupCo,7 As 169/2012,0169_7As__120_20121228111042_prevedeno.txt,2012-11-30,SupAdmCo
rozhodnuti-30_Cdo_609_2016.txt,30 Cdo 609/2016,2016-03-30,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-5_Tdo_1177_2015.txt,5 Tdo 1177/2015,2015-11-04,SupCo,4 Afs 119/2015,0119_4Afs_1500033_20150826140633_prevedeno.txt,2015-07-30,SupAdmCo
rozhodnuti-5_Tdo_1177_2015.txt,5 Tdo 1177/2015,2015-11-04,SupCo,5 Afs 162/2014,0162_5Afs_1400035_20150715130533_prevedeno.txt,2015-07-13,SupAdmCo
rozhodnuti-8_Tdo_902_2014.txt,8 Tdo 902/2014,2014-08-20,SupCo,2 As 78/2006-64,0078_2As__0600064A_prevedeno.txt,2007-05-16,SupAdmCo
rozhodnuti-15_Tdo_902_2013.txt,15 Tdo 902/2013,2014-01-08,SupCo,5 Afs 20/2010-353,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-15_Tdo_902_2013.txt,15 Tdo 902/2013,2014-01-08,SupCo,5 Afs 20/2010,0020_5Afs_100_20110408100244_prevedeno.txt,2011-03-24,SupAdmCo
rozhodnuti-30_Cdo_3292_2015.txt,30 Cdo 3292/2015,2017-08-08,SupCo,5 As 85/2015-36,0085_5As__1500036_20160815154324_prevedeno.txt,2016-07-27,SupAdmCo
rozhodnuti-5_Tdo_1602_2014.txt,5 Tdo 1602/2014,2015-01-21,SupCo,4 Afs 59/2014,0059_4Afs_14_20140908095630_prevedeno.txt,2014-08-21,SupAdmCo
rozhodnuti-28_Cdo_915_2006.txt,28 Cdo 915/2006,2006-12-12,SupCo,Konf 123/2003,012311Konf0300007A_prevedeno.txt,2004-06-22,SupAdmCo
rozhodnuti-29_Cdo_1051_2008.txt,29 Cdo 1051/2008,2010-05-20,SupCo,7 Afs 11/2006,0011_7Afs_0600088A_prevedeno.txt,2007-04-27,SupAdmCo
rozhodnuti-32_Cdo_288_2018.txt,32 Cdo 288/2018,2018-06-19,SupCo,7 Afs 4/2008-64,0004_7Afs_0800064A_prevedeno.txt,2009-01-16,SupAdmCo
rozhodnuti-32_Cdo_288_2018.txt,32 Cdo 288/2018,2018-06-19,SupCo,5 Afs 68/2009-113,0068_5Afs_0900_5e911f55_c161_402d_b0b3_e945f32a5ce9_prevedeno.txt,2010-02-01,SupAdmCo
rozhodnuti-32_Cdo_288_2018.txt,32 Cdo 288/2018,2018-06-19,SupCo,5 Afs 24/2016-40,0024_5Afs_1600040_20160901082222_prevedeno.txt,2016-08-30,SupAdmCo
rozhodnuti-8_Tdo_1079_2016.txt,8 Tdo 1079/2016,2017-02-23,SupCo,4 Afs 210/2014,0210_4Afs_1400070_20160113090923_prevedeno.txt,2015-12-16,SupAdmCo
rozhodnuti-33_Cdo_1666_2015.txt,33 Cdo 1666/2015,2015-09-29,SupCo,1 As 23/2009,0023_1As__0900103A_prevedeno.txt,2010-09-09,SupAdmCo
rozhodnuti-8_Tdo_395_2018.txt,8 Tdo 395/2018,2018-05-16,SupCo,Afs 69/2007,0069_7Afs_0700085A_prevedeno.txt,2009-02-26,SupAdmCo
rozhodnuti-8_Tdo_395_2018.txt,8 Tdo 395/2018,2018-05-16,SupCo,Afs 56/2008,0056_7Afs_0800247A_prevedeno.txt,2009-05-20,SupAdmCo
